seeds: 862276159 59873817 391478845 36137774 641675771 86153966 696096725 21709689 670927817 81808951 493687808 66597212 883574476 64706342 632887479 46725929 767446164 36216520 241650700 97678887 722666148 61543458 147118730 85266915 309888610 87914308 691943189 96084141 935509174 56025925 196835156 43204494 622742136 27206026 936397542 46326727 272496057 37674565 752818519 96752694 440297520 49442079 114641442 84841354 344981649 61915776 375937613 36015014 692223471 60891331 288698467 94215697 434486800 61710234 350595579 42228515 471529365 68191319 855259149 23720158 302085645 12008066 327576907 82123527 688011178 89878091 320791040 62201815 773455302 72212818 908084030 25441103 198197406 94937985 683451073 96968073 808340872 75168221 894007198 43494312 778241036 52874956 249241893 36373328 224667795 53702296 226650564 88223109 293593300 22542468 224928492 14102983 726591346 19326521 504128211 79707412 164887716 48467276 425928134 39098866 285506666 79460117 711784491 11987214 125667760 87462458 949243278 18824032 533247669 28350761 706665018 39107833 887631372 33628560 196746554 56194307 256901323 12814290 311302128 98526846 821607133 81774060 632164747 72154207 769282782 44397247 784363913 69432460 212102261 24220516 529175165 49687079 711981049 73544941 947813679 12028497 204188642 35214024 313070374 80113264 545286800 11574355 234649847 96749234 498442306 35534094 252738125 84261311 939681167 57286323 486518983 12745789 331638180 11056616 508608441 12645545 898519517 87181138 558933029 65287374 578795919 47623876 128430142 68793450 138946858 50657261 167047142 97253016 606889557 64154951 177743043 61059583 345391671 74892984 727505811 69308431 898299916 92788786 603263562 95422493 169166227 86609835 261015790 61465847 383252324 18592885 596043048 39522282 317610218 45084768 628331041 31871652 741612832 43693595 605734229 68227643 882856680 39371294 755523136 50411531 917892404 33240468 173339363 98208212 114025182 78665341 193607763 98721825 519288394 24191990 439089466 47162241 646013667 47090998 515654635 12090260 255425897 84042476 299954921 30622006 542196418 49109015 897353144 65574825 216505235 32748581 110438463 59489600 646922963 58319860 200950018 76783411 652462975 70725720 175610934 86084773 814899254 92926131 824857083 96339299 818917465 28128173 658434883 39319188 891997137 67004615 189314643 98327849 774539044 50255671 231407777 95250333 851343272 87039867 550778046 15394157

seed-to-soil map:
332065247 349014343 43086
796514115 822040726 47050
577564840 617644458 29544
110932870 864072804 36071
855324604 441794677 20382
157583480 841105770 34747
347363070 110990739 14904
740355717 577739750 31271
275913467 221627550 11099
980679078 174078221 36781
276744663 168475254 19237
190479535 532393564 39608
751966769 450004244 30010
722584771 882003978 36395
592603396 128378146 21754
970957106 881544847 14315
549331617 723298318 46015
508861505 447090656 32027
228445665 586744376 16034
779607791 891013383 33203
273997909 792584052 28881
109560651 221346471 45031
973412236 830026718 42423
686064331 861976461 41921
479971427 815852070 31754
428303499 138352429 36845
673913897 585835732 42805
293608997 568989281 33511
728592795 817313266 43756
679473116 142875768 39105
771190199 836132010 23199
173290278 752532485 40305
575615040 488931207 40929
456154825 202812933 25771
653878523 294165726 41401
523695993 852819532 27179
610384679 925187596 15910
709608141 973043627 11673
967385646 279107187 11030
940676487 761621612 24855
562771717 298908771 37433
882476305 692191670 27636
289738638 349605088 16707
668642581 481957239 36147
952741788 865327747 45976
363678595 114565380 36843
641240405 827234065 14124
384881873 903797407 18574
273851775 413559708 43188
745822849 467930581 22396
685397622 234388807 23678
387876310 581408805 36984
569467854 435909079 15200
570716292 986497087 14280
530849223 604574908 29270
274196206 563053933 12093
854871651 149634396 33083
793678830 985357571 19831
486307399 775513167 19974
439103883 915655268 39681
354342898 370733982 23367
536690214 519851457 44737
664902496 241850368 39897
627086922 330414852 42674
858133517 461701675 19801
519864409 577226262 11043
837513755 979691836 15686
325742557 441879983 15715
595139518 209995731 33478
992607673 175775040 29866
388272679 176262200 43013
578002093 271374012 31609
783125339 527880343 36602
356081797 558556700 27789
729106117 249022705 28925
695758823 118441131 27189
730836944 103712329 17849
955472583 723894648 34942
501524351 431787023 45790
967347933 426566932 14247
327813839 175901531 33908
131745386 493245578 29647
463431073 691530869 22843
372679483 441531120 49282
222323335 238780766 41133
199250296 359057143 45143
781632256 301142704 25822
969035376 542393683 23811
416185477 214567943 29544
203665655 230112947 40031
915249220 829052273 39286
111301507 213846152 30905
386572755 141173620 48559
327133420 884273954 48525
957110633 313185414 20914
595953192 590379509 37771
767882262 233636448 19730
883550536 561042443 38100
215284940 271553203 28101
505351127 513719218 15165
936268706 758282985 31199
695650276 479517369 10977
630041319 466640369 48928
584482583 874394096 37912
891188677 870271300 18852
709499939 300605977 42787
738745881 131145359 11449
247828274 160357035 20758
207939049 481773037 42917
897007388 465338904 18620
234647858 859226597 43976
174563736 802200496 24630
461451812 935823905 32585
480983673 422446544 10185
377744411 331115732 12090
292371681 542954485 32246
576898746 284776584 13294
945093799 798183691 47190
846728919 556906691 42869
148832035 189504633 42868
752998512 472679059 31436
954737534 651060077 39855
351028633 397948380 39650
987189097 478407448 28586
403391325 148238009 46496
237702086 682276626 24018
685724136 916762328 10567
547959026 290674564 18411
697328501 641310093 14659
888406093 960214076 41901
691935886 200977733 34566
385215236 936437160 29078
672907754 173474106 24578
442184892 580106510 17014
986492204 718456337 35303
977830285 402639397 32199
755165030 694854333 16517
172492003 494359547 12747
237630751 716718721 29703
705037524 950031203 43146
738123499 564994989 14238
185708495 762184633 48041
918774056 856840036 34175
611376494 308030832 31851
606167458 973318936 22985
895421678 960923724 34551
706361705 981672644 48942
702022273 472324278 15293
628070586 797971629 29110
246797378 656813886 32562
370969453 584626378 19886
569915548 805633195 39041
993371316 148706637 38266
780101002 962631851 43005
227041214 430249208 11268
307835262 282278524 10294
559205781 416894152 33071
393669959 986823926 33916
491576631 445704644 27149
405521731 119951874 40571
468434040 896089510 23970
450260945 697006487 25128
490989748 284849521 25790
738188819 113527682 44974
362017602 857684796 39511
140812945 251026609 16298
949203683 598275016 37071
979976469 793042689 40528
666156983 526814531 47347
792026804 342970782 20759
628024071 782709237 45546
236845142 545292001 27947
502124540 641641378 27465
542474420 961158228 33736
830462315 522042583 29109
521880562 610156952 30134
314389512 837047226 37419
480920756 892799898 41778
871967524 534617492 31868
150454241 660491496 28264
959981195 168091389 42727
583672938 813973469 26371
280427318 975342772 11052
926075903 121621844 25984
114074157 672028299 47357
546511542 836896004 24940
201455337 191943810 44367
724739859 351201451 14218
119211940 859734829 39895
704543218 750436213 22197
337752996 212632830 15235
160376508 472847530 12437
771822702 636087174 14103
851902206 637154023 12072
418189431 368011325 43594
978158297 734547818 28636
172308536 923182709 13248
987830714 838012598 26668
649761965 732182142 23149
725193973 356312346 25515
155970548 160462066 43756
753025396 906929238 43412
549728972 429872662 16433
691554991 265731949 13743
935445986 124556084 32434
860836549 103230363 13399
128048756 664762193 11793
451563851 261114517 36309
707438400 332663095 15449
488326390 625318839 40285
832167180 734230478 21509
714855011 726420479 22916
792471304 621439766 18260
664521081 464636084 19287
537716899 764999822 39596
109771479 231638582 42522
416708441 312205188 32223
503993531 667400461 48117
828353398 545363293 47500
575305916 730997641 28841
392330647 687408072 12736
689426006 865304882 16913
301539496 270865948 14621
192731542 172422336 26835
781454568 322850853 26889
547950437 103458120 48925
639148506 763330685 25440
446347191 956906924 47321
376418986 143617771 40002
443013392 950616964 25444
576021222 173326167 39571
868497926 648217844 45570
201927736 639230368 45668
498280364 352426142 17626
962979962 993269755 49766
966139134 786191651 24800
898632906 772433868 20650
682917904 680606153 29504
110321456 299000724 42579
652128415 680862703 22587
185874590 221417944 37167
669451640 284884860 38303
592944816 775903048 34697
163046116 671870731 44955
293359199 909327796 13726
183326088 881114215 36113
915786831 217978524 42760
712733166 998360782 46869
739269832 946202683 16958
717194765 855982869 24573
915675919 293400992 39628
951468701 925693779 38700
362441066 506463100 30843
408691882 682014909 16476
396595854 636598632 14712
959976459 687433259 19153
883982941 632118110 21957
821952637 280555811 14373
869935672 375157945 37071
983889188 698323676 45262
738258127 473645895 35471
314346808 876521264 32929
674761285 563597438 40724
100307943 740194032 39546
113269248 937180351 10677
242618450 157902250 45177
885096207 478252417 18411
292884470 168546070 31325
842125856 707221054 45806
142394611 641828092 13821
947005992 318978098 32317
525436635 607555406 47402
994962153 343594828 33137
174396584 221472222 18558
683819759 320053447 41940
666995785 514767914 17443
686056700 581667580 13820
366470951 760950117 44458
132943820 940707041 35984
248254629 285380049 42049
853056062 457273851 25380
406378246 306250712 15579
983592449 238357031 14704
519628137 594405157 41212
462550145 973421062 13690
842731386 296245303 43379
948218306 562722886 27090
450181746 687471691 17579
562151977 898882356 10791
406813622 524421641 14526
859067805 430460612 22983
133681520 879830164 35416
447887835 399178538 49491
361049676 664397630 12609
634310911 206473703 22524
138545893 828739316 30462
683872462 587859078 46225
326872331 799153161 29519
315697010 664736280 17339
999388592 400315233 46467
235138292 649189223 48347
638195476 497378886 26919
240914883 469798849 42524
180342191 364777731 21328
384624095 664030468 15353
571003202 718957851 32045
290011960 923909424 47504
143596874 107595752 29907
213057850 822850967 20848
895567326 835786122 34189
354802279 939357587 33375
537608213 886163992 33446
631896515 725200290 22641
938957198 435853024 31953
892632034 544137954 23529
233727254 701562087 11624
668504309 421268511 11291
703404373 309501906 49559
406751779 531185249 18450
168819249 272203489 48091
133135078 645813783 24008
594619300 966127979 29322
720355406 116246242 37320
656831068 131020440 12400
352314348 184793802 30647
931818945 475304145 48210
431248022 522869731 35493
807173544 821327796 18043
424956370 992640667 12431
595276495 348003841 28774
925273639 634247663 31141
251624596 467127194 48741
905610733 516634323 19448
661434883 537247493 37905
829527226 430010398 48888
268093138 928599240 48598
631652517 771190635 49715
589616821 654451818 18163
221688719 952625409 13487
979002826 164069245 34041
593695681 451838245 15642
777152397 560173058 39823
995295062 743633195 21585
523685239 188908516 22289
615663470 298317439 22385
795335990 527972297 40826
117835909 395539473 43851
446608808 603300082 43933
710627364 887590450 14833
485815425 500988779 31326
169494030 299400233 19790
178223011 472216025 23386
513462939 305166981 36009
236138812 574320690 34241
244342526 241921121 38000
278810344 397665121 49578
772051333 609137459 19878
860667414 226679964 17894
257316795 873020009 48535
479078662 530650916 12899
225121244 571077654 42570
218054691 820527180 36060
933299594 761689307 27311
322271491 275519476 13281
246267278 359618199 24594
515281312 876262995 36136
369298244 936323608 39687
639430573 925396741 43174
468965716 118930757 29507
489875392 502283780 13728
274734271 903453273 33817
510271267 834191998 27489
552931049 417460983 27556
423497891 765480241 49917
530653492 447652783 44831
114306966 121444672 49760
417259391 504790544 30909
953069581 436367656 48674
742976112 236523213 19161
786718742 107753649 19740
985818855 708166717 48989
430510897 783218528 36263
609859193 142327020 10725
927828784 508913042 11099
601120762 400469860 33673
914224705 668660159 23739
811802325 246200317 22511
824551765 464385491 15695
455579202 132595505 22000
426958128 177941276 44480
268132980 565718511 46049
130146773 645211371 25309
891435113 192461119 36534
529021299 383365100 22783
981605815 914203407 12666
409536091 818344078 20871
110619100 404929225 27693
168435568 871469290 48424
934366316 834294536 38880
635355715 536839533 17240
533200604 115887004 47137
256650035 826162715 47303
683977343 705245538 49170
718295223 649027080 12279
905045477 846515621 29275
907384577 803998999 22246
389762222 255129480 45039
757939609 426604072 13740
333238472 964805290 22865
729381471 182428620 38245
404086805 484932413 12720
674524036 299828374 34067
997122665 791144831 29356
876923027 107152992 33080
428630536 869477668 10372
583417971 908367477 18064
694864370 119294814 10853
905331993 397341673 31583
291030669 376513704 12359
870823583 195101688 19106
520204318 198142769 40022
748338406 624946994 14246
587165408 514896283 45372
197516545 316008799 26340
578075350 566529976 21932
752064899 201762010 47571
410665375 535603368 33418
715257320 260130162 46275
851258857 383065754 10188
392268755 889035349 28689
421034548 879475732 11978
123328969 456250111 25221
792268498 281378625 37556
111672800 358662040 10132
680508623 276499216 31457
957461058 746793211 21048
388692797 803458920 23238
454933947 174813358 21643
857781177 978023371 27311
215180690 351127569 46326
861310464 578446926 46643
833049974 955818084 15559
378019533 536595265 43346
797027284 676472266 46379
837849790 281971595 29924
851495028 188844074 24683
585855539 414972031 39144
329950129 257019264 18166
841149359 158500940 34215
133552452 993810945 12459
742569786 303032834 13319
866643285 141389443 20234
155234449 970957474 37606
811167752 411561301 27688
472569010 426368681 35586
779815867 189300169 36855
950077125 272868743 44209
472573574 999667969 46744
111459913 408519670 40844
999545846 798155920 23582
763019485 281164174 41848
553935632 582189520 49695
143164811 217174404 20577
580592608 884070142 37090
159354398 565458492 44403
825938354 577571750 25216
940465048 188260542 18295
192538449 403519784 28480
899880714 692618379 13801
875917677 299982763 21351
934178521 530351774 14949
868128030 679736551 12293
353968020 343325118 21622
368273399 426642680 32491
680724026 771437999 42870
308480520 106923076 30097
597329960 935741802 22424
297839816 944569483 19151
859350248 172048399 26547
627192461 176071054 37808
818124429 142561727 33461
481417625 653754989 15304
754286958 328956633 29268
290111693 610399652 41584
836820625 879194049 47909
239250461 935005065 12355
974508892 550214290 40012
594487864 770831588 16577
561655407 952750321 42181
880219137 430674379 14363
999409658 526382471 41563
934868547 559930093 23758
230700944 956832944 15980
271728671 238980454 16155
812879916 193843228 22520
558080705 591533294 35497
262508628 662564528 22875
519653030 938051750 32023
895923905 220155979 48437
546439133 154351061 29039
126105322 521814532 15064
848082710 404859223 12784
641226263 456709555 22659
888558374 737107744 38155
355811899 175388456 23353
737304516 280164039 15735
606878496 917131897 18754
110883621 611501365 10802
348424445 938911321 10835
231014245 701166950 29697
865241160 840235183 23591
516049637 440807730 44898
432184643 303989598 33611
642255444 684183897 10337
623033693 959643070 47094
490697002 476517512 16888
723028441 213209459 26460
157627435 151175819 34856
815185275 231134537 38338
634914403 474557061 37653
197849888 945284657 11190
869419164 650572060 27550
157595208 320738949 49054
246846225 385509770 38284
642241637 320367230 32051
332477659 459514211 14640
870734546 535096132 44819
566679498 589550730 14916
860285372 810303110 40361
955985262 996885414 20718
252488189 151670104 17240
734498305 478067229 23607
887366164 166325150 39473
912786759 751867654 10637
934875679 356247543 39191
147658700 959145575 16287
361641634 311906975 27070
518365457 713761457 38692
731107689 797035456 22524
705337450 818872007 16087
492731769 757527376 29977
319868666 915513001 16819
228543203 698971297 33997
706618968 341300550 33248
767531063 280805095 33925
789435365 513112479 43036
555924202 250909320 13009
491470298 910541921 10814
226203893 183519010 45765
547534550 253967877 34492
185837986 170204698 16454
663157388 102946534 40617
222927533 980428879 39085
105312674 438985204 25235
956686189 757298082 12308
730433826 127076100 47513
655598719 452016798 33093
735977440 678526148 23914
307072306 788322379 22188
433658945 781217381 28081
849966184 167791950 34552
626088954 137799634 28389
207865929 334284743 29131
208967777 787198220 10202
432852951 908557888 25147
383702631 865733808 38825
326084550 752825986 44876
219621527 948872656 46324
723815892 549557530 21914
536612787 265542659 40697
815190368 828379642 38134
774987161 596665063 38107
553976448 945147294 46490
748331904 135286245 26260
582083312 269614506 33565
381767444 391560652 46086
185290026 536370510 19332
171717165 493723705 44324
221041927 238447863 15570
582432413 453204521 49230
187505183 231315106 20313
155531415 197743629 12557
761972220 617336103 32275
787509403 602017333 24289
330957172 482632667 20435
785140883 400013574 49988
372377399 147221766 12398
872882485 761398976 12804
379809883 688855583 35661
391753938 553947120 28604
873831502 148908099 17699
741729015 831587947 30581
729484670 846254013 32647
179208756 860019381 28086
786040323 450634035 49816
977832477 440074176 11764
229294644 955195353 14630
546118032 935627570 22574
316159334 351087344 37295
327687988 883817257 21735
960505946 928418977 36747
413770188 152006201 44956
397569831 895534933 32554
513501044 854904120 20863
647847072 168336072 42571
236920321 727368917 36715
216714610 281488654 15403
171676112 654552421 24553
248194339 942457727 25683
316401048 857238142 39725
348116596 469479934 11366
698972730 462717428 46830
767666838 592718529 13574
766145227 837176404 23585
349114534 307591762 33689
273774027 857736004 15625
826769594 920428522 47715
453944967 338186890 33226
582709970 358424798 49883
134665527 621583360 12077
864237093 736377634 20291
374019316 468676577 45110
960051832 858670002 14116
178767843 977598881 41457
839513027 987272452 12659
430871517 519084094 17185
414457290 553567810 31120
503046912 219588699 30439
552051059 453087092 24822
187542208 552466706 40509
706770065 570398498 39185
135554969 184987902 41814
882928533 742003859 49404
488077942 314441934 15014
244068719 967359300 15443
486615490 435316349 48641
118506881 260764109 46185
892076058 701723936 27863
423178404 441614013 23160
167050890 559808734 38445
669014214 790993668 20165
812833016 520481782 24434
736950448 504029775 48108
543040080 361492360 48388
794345403 143468689 38328
787510763 386759989 28745
647399554 252525101 19276
501289825 448467312 27061
225393137 183455851 23656
437990712 568101819 40032
243280189 307353145 48594
641432234 126604667 28606
685960481 635287094 20787
321094736 610041171 28668
872247697 301447048 32566
193245658 766155854 12195
250773495 329749524 31572
893287102 976496652 17794
281023904 166073506 17649
263632941 689127101 21089
237175282 144022473 38712
601265663 709385690 13839
393906914 419832979 24610
797831579 945688332 47383
809605115 840800040 14421
848505504 368817088 31750
303200424 223566348 18314
144192646 744948488 10658
477763791 876054329 11295
122117108 452716436 49987
541646434 416813000 31388
900524277 614616900 47525
566724005 389400393 44803
652579208 667584283 19058
623097748 341467065 48556
383341265 115454651 30659
107823516 380268390 28884
755140887 473897243 16136
918156108 870960936 44592
632098635 390457918 17836
176244497 662739427 30302
423638819 954606801 44010
817613840 981257440 17732
946116426 112778115 13066
488332434 578233154 22876
128681212 276274699 45709
890105416 654188932 43002
208987769 429280376 46225
493932888 867371132 47904
855075512 421438353 37699
830228340 843508948 24839
867530219 903060605 35948
493684338 991487640 36358
953215502 908010089 47464
428618199 203349627 27697
681956500 730964777 12971
255570180 785636770 33122
980471521 780616792 42552
745630212 309995702 36266
694306333 945379730 39978
657484352 635213165 11323
842129747 171830415 28884
479055497 421125544 25052
965377467 936558493 40645
554460751 474072978 35695
849547380 949924977 40306
542005321 345696686 14352
297741138 814392751 49483
279701027 898971257 10114
883797656 497047532 24198
719795767 313406689 36913
563306428 532475134 39000
543031587 891831839 27487
858256011 341390079 15045
222468949 211742029 10193
980667193 453573732 41882
690496197 718112102 20336
970712467 400663473 10021
257373842 344806212 28934
493186794 484796394 11260
896183887 383791965 33521
387739461 730243760 41340
325185439 261211563 33743
414975340 656423374 34747
338647623 568790715 25000
812450695 321601782 26839
916938577 693433046 29734
464927662 462994363 29058
782823558 346966388 29638
895804574 832971293 30434
517037730 540193710 20090
382523067 168691138 36684
739259775 494737211 23335
199428051 238143225 30509
897628736 861269302 28175
752224750 452773420 30299
191597238 847347513 12142
388368335 466248898 10871
351455017 545739019 29969
347905389 940096671 36356
877570987 536473708 26357
627428809 885431522 44386
100315307 370217739 16612
926019005 564731108 20505
600592882 805566625 34225
268084803 411163285 11354
890249399 541329219 24584
254846542 270331356 44813
814320838 624269511 34515
406758712 950289788 22790
257089883 178609568 35369
739904116 364301992 47023
358093839 347658953 16411
152796889 289638893 32546
534003136 698159421 40427
756958742 333906454 42767
152898898 985560480 15090
189924886 750202579 48355
631970847 454313823 34726
881755142 523358333 29755
177932950 513982282 40784
761094825 206670867 16810
823195330 461912410 15558
527077433 204102149 40980
491587217 917991179 25828
471805965 237353177 40726
247269692 909576586 46335
101152983 252575264 31179
893516299 891578035 40248
546783446 582883253 45381
752761863 797477491 33131
201449418 625200113 15805
202287189 269811045 19172
131095366 770231773 16512
312868050 424021084 20243
650109267 788564255 44994
490678723 404297887 22243
221524577 164302061 11420
547234838 614090245 12713
832836874 585317126 35414
436167154 915926317 14079
663134872 782902444 10581
685587506 117460306 26324
486771963 949845945 17202
947589835 906817240 40821
372971711 332811983 14033
938310400 324277690 15319
312171034 372828020 19025
689490714 681027501 27837
938782017 293887547 39121
782953596 313233832 13995
179588348 259933321 37676
694399704 257917632 48909
992585487 458464898 18217
516305666 666129858 27247
953526254 446066004 22690
280948103 636626851 37747
209141923 421353462 42907
458335018 702510959 48665
574834365 754402195 43665
214962187 839653156 14120
908104421 783721945 46228
705744279 791221888 16087
673119121 520103886 24673
360820309 145537107 48177
602586060 607465208 29978
191056184 526076717 37167
993084962 268076688 13503
406976305 193646698 40641
122249234 465679838 38841
774359512 530994895 43413
144962855 771897801 32502
758010309 653520689 28799
631990872 915471365 11943
968312087 275614910 32196
954301076 133441499 24499
717395902 164330378 12397
860796433 922349704 21049
360730143 659101283 29536
592976003 895019303 15178
672832698 288789620 17156
456976006 439352204 34324
987828659 569874493 35130
626251841 359878649 34841
970897070 640473678 23514
322063436 322017124 48083
641511106 109121934 23831
222270366 609475432 39882
847582618 160153819 12515
734612484 804358077 15894
640434003 411266684 33472
654980848 211373065 40375
836530448 552569115 10666
735591107 539754867 36551
601996932 892763260 19428
711629532 781055277 25763
859824152 939873766 23248
175721916 643208411 40803
325500578 232933991 45058
973514861 365651805 30159
844845848 183591859 39934
354555477 471427115 32853
303637975 164213000 26421
378335259 418418346 22503
923837665 760849140 39885
174491108 877214693 31045
747052574 272443745 25227
521315500 796882632 33871
866534268 990085847 23224
915594207 771484356 33326
351866146 259575827 34604
440475645 795185467 33994
852711634 973825667 31740
256035326 188740034 17446
779797065 398219958 43771
929562979 977553297 33570
958081383 901151475 12255
387007151 270178836 34358
997955298 165439080 14175
481616816 813853270 44746
826592622 245196147 18778
906722290 567260858 26755
789969196 395678950 18125
783420712 989428462 41884
891961065 571986412 14465
488171045 682572512 24107
788917557 617055947 24856
318980736 685491730 44567
540726801 914762742 33356
193109413 551554094 10308
989658519 263721577 34750
141380134 887691379 10170
501764759 112546710 41672
201700128 349414051 44667
985787395 669728073 10536
736090184 494647490 46507
874396119 767086021 37375
753867889 531510420 46802
738417185 415521730 15972
858340701 886639038 15666
638603929 313665376 45997
622615840 160566326 31905
365650594 203186661 47137
499366855 889121160 28168
463088277 784396653 36299
510691563 365877482 39384
174471734 146087213 32442
409361144 630381643 48023
795145391 602460626 49670
646365727 643286144 21118
855876674 583810381 48156
960037047 612181708 20547
307235417 379088668 12789
161027987 574357862 14853
720060098 113909224 17548
919084149 306221466 22997
589156735 387448538 15620
769319683 878414115 14877
508586218 265101014 11948
860634653 842065914 45018
428285414 252621909 49363
644340289 855108390 31944
263352218 230008657 34756
873617563 105568364 37886
405538568 616976359 15871
743595879 438257698 27884
356550629 650830633 41038
364777276 342518537 44617
232287605 250943474 27047
100381317 334770116 18368
126742969 106695474 18472
201253358 208149478 27283
134758864 731847658 12749
427089939 306889330 37036
221648339 544840366 34885
161099445 384013186 31035
794478324 419711153 37336
837932915 925660662 20602
517763451 579998110 29178
245853022 865470973 42330
136055078 277887255 33098
838705748 764101753 48291
403196457 631369398 10061
322341406 389145744 19853
285465547 308952363 10135
764173557 880170967 35303
118760236 529864150 14991
567908822 913506501 40943
883693082 502102851 37202
371744329 721707178 28400
980922909 645615259 37403
976138898 530500086 28558
207423901 451744008 48292
899233273 777949868 13699
751314303 883266576 23972
193760892 304611823 47943
649399311 483503286 40626
917941652 282677931 11351
146257055 149066411 23328
442482623 801240130 25523
217415819 123223104 27530
855191443 944321964 35790
119827025 106495941 18802
771036184 713278171 48753
313261365 340763163 37558
270025534 360428770 16084
777395268 914927755 38937
754295668 307737121 33556
527976659 676794217 37816
805675365 347581358 27112
895880599 745103772 23516
226550660 402525748 44161
841351830 573427218 39256
782795379 286162143 23006
131893239 144703638 17067
125617691 887244411 30755
278409461 669179236 36951
346650546 299222303 21466
518357993 838690145 22314
342938021 382075695 45569
319562981 240821970 36985
135765182 544666939 21866
146657676 233767870 46235
964592106 968895467 23983
454200721 286394719 41569
640168858 777617888 13367
326252691 889254668 24098
369650331 327656959 34001
555969376 979426196 41468
249966693 360051890 40939
233211071 448083696 28978
844606045 140679886 29730
754201842 693607335 14065
257503026 565055887 17599
978318400 456991374 26464
921729793 301530369 47082
881666290 253396748 45964
315477973 872276993 31661
570337347 260601356 27245
203926748 248059079 35279
282848592 265671096 36739
817185139 151058987 15788
465146482 389361302 27375
806602968 331581707 46518
236465344 155622273 36868
723183027 131206423 24763
646823406 256168454 39648
972247513 903509309 36899
252295569 898501178 31270
842891107 955105477 46222
691340598 726812538 31171
573824687 888285652 33746
832426003 287889342 23557
489598427 301903329 20524
190459616 236944207 28979
210442514 110761490 18702
515657081 846799499 16504
433835904 369565995 13052
297402288 416037813 49655
117497969 458189303 11137
586091619 844521789 46539
883505390 178983315 16750
298667973 526203473 15304
563127632 799334828 16450
383859424 966346442 44066
939557149 937721169 37501
826198026 828894503 39323
333716343 152825176 30610
627764694 571482351 20383
258362628 730083095 34144
670036692 252916128 15254
297882308 926963017 49182
806288684 805327557 19181
480330221 152601034 31374
170388091 616649602 19284
246983953 780476691 26338
734604698 545536554 12763
275897901 575515245 29492
279755624 256055081 22841
245380191 800619135 28925
240746187 965252811 32007
339071895 118755701 17714
839622534 276699369 40674
675154433 580161998 30263
188311218 483846784 49981
273082642 138878448 38457
446251820 386097992 42064
490959984 746569007 25019
476193977 748693130 16898
424089029 145226321 31729
472111084 288041389 24696
682553787 113829215 31411
859393710 342366975 14051
673136978 908107034 40579
516193417 605250109 46412
132137828 485263820 27982
323004108 283808371 16936
614433217 912008253 29928
339740892 775353186 33000
357322733 976338579 45867
818108669 725387240 42532
633901202 822457708 44184
525399708 887122578 10190
773269427 158374299 45222
131928237 578591366 16896
680179330 920117214 40154
145757178 355565668 31402
717275577 777211616 40793
886434067 477474638 43804
304619080 320520825 45644
274786230 707014405 44835
409651649 801955661 10424
295481332 403734340 22617
897685973 618615486 16508
141450659 208888887 49978
132364292 213243403 20293
441920977 183120943 29998
982444303 743459905 48701
678067212 282522327 39281
774611347 199263019 26085
217536521 475729122 32736
356995999 198235347 11871
369924968 680257801 29542
992005507 864850217 43254
163923098 629142540 12998
352273076 740977631 43287
144170181 451593953 20908
598763509 806146167 29596
833219420 435494298 44214
258751426 978940252 34392
730586061 894464012 11571
217224975 155176899 49949
511255172 969891009 44412
192643192 379708141 45235
448429431 396303157 37870
315015048 401770484 37254
111511663 409533736 49085
171359538 988197037 11759
427341244 414093389 49978
830268748 689570782 40327
250166489 813820108 22312
652858316 581988466 48420
816390316 585685899 40786
632778614 483611291 18485
352553983 819118392 47753
664777389 954113446 32747
882594358 961821289 17079
821655183 589600556 24046
728016027 484867589 26373
347903091 692402164 46920
983136239 937496905 11253
953664957 618692615 31949
901027513 143363607 37948
841254747 667546356 29044
994604023 952259167 28917
333606023 703029179 10397
247545778 429738421 17173
811652460 688067918 11726
262077606 910089213 45150
910876434 709662100 21240
598576396 880849660 16518
824528263 485308889 46658
978766743 861612887 43477
938575792 940190611 44735
572522369 656506538 14156
756517031 110511894 17598
958567028 495846988 25420
196889287 570906743 24585
693858990 580080801 10592
610803964 279990899 41163
856002352 939189007 15401
688570044 990197132 16516
881975688 422660227 12881
715499660 425201656 29916
599855444 589283290 22993
287744147 686518659 31791
663208794 368305724 18140
871008567 186057878 28253
990110188 422824316 27789
458978031 177759095 42981
264590809 633071285 26077
344690068 622323797 26862
459876300 949012294 32791
655058284 918338700 34950
897896882 475496973 46241
185435052 987655954 28692
492281834 179587531 13759
618627820 426493367 29231
658484593 666091942 36416
961531205 737287722 29421
167675539 840962830 11596
118375318 904365196 12103
579048547 254733998 49439
106302648 355683644 46182
922525697 418151638 14982
345580522 159866335 18022
102504955 412700046 22240
669011266 792761285 23926
998103798 982048139 39500
567535396 665982996 40388
223952813 793573008 15468
215134529 935887952 33458
195435779 458792852 19114
247301511 948936404 28657
164823262 584348290 31954
557259435 958115770 14771
504297817 538377087 39434
726946791 929120872 42760
260870914 817638947 24489
357261923 940492468 26376
375998192 438610514 36333
546726791 501866699 36076
809830204 976846050 37580
291257325 399683084 31801
758394974 699487615 32437
183374580 949408303 43437
578211081 806622393 26190
486092041 501300968 41048
417362181 658848540 30537
300291771 741421508 31583
735656349 195125933 47969
379257233 559659985 49425
383670290 444471318 10888
731156289 887306591 42863
233930439 324832125 26504
745483508 574625791 39367
760626456 205697771 36689
129277570 509860535 35411
415129241 957670967 41073
210340069 138626685 23237
239006138 253226736 20168
711996499 224802509 11807
610419721 904961754 33982
121659479 140539972 17035
287643553 166243100 28860
989030558 739158003 40125
618293765 892521867 49939
670032156 276959838 46695
